_recordId,prolific_id,age,country,gender,education,considered_CS,carried_out_CS_activities,extraversion_enthusiastic,critical_quarrelsome,dependable_self-disciplined,anxious_easily_upset,openness_to_experiences,reserved_quiet,sympathetic_warm,disorganized_careless,calm_emotionally_stable,conventional_uncreative,philosophy1,philosophy2,philosophy3,philosophy4,philosophy5,philosophy6,philosophy7,philosophy8,philosophy9,philosophy10,philosophy11,philosophy12,philosophy13,philosophy14,philosophy15,philosophy16,philosophy17,philosophy18,philosophy19,philosophy20,philosophy21,philosophy22,philosophy23,philosophy24,philosophy25,philosophy26,philosophy27,philosophy28,philosophy29,philosophy30,philosophy31,philosophy32,philosophy33,philosophy34,philosophy35,QID139_17,authority_edu,social_proof_edu,appeal_finances_edu,awareness_words_edu,semantic_repetition_priming_edu,appeal_to_common_sense,flattery_edu,hypocrisy_induction_edu,scarcity_edu,device_rhetorical_question_edu,device_hypophora_edu,semantic_repetition_edu,device_epistrophe,device_anaphora_edu,device_antanagoge_edu,Illusion_of_superiority_edu,appeal_finances_cs,awareness_words_cs,authority_cs,social_proof_cs,QID161_TEXT,QID141_TEXT,SC_6X9hnx1aa222uxf
R_1FJRZh9nUPei2VP,5ec32fd79988c9000975e750,26,United States of America (USA),Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Disagree moderately,Agree moderately,Agree moderately,Disagree strongly,Agree moderately,Agree a little,Agree a little,Disagree strongly,Agree moderately,Agree strongly,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					",Agree Strongly,Disagree Very Much,Agree Strongly,"Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,Agree Strongly,"Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,9,7,6,6,5,6,1,3,4,3,2,5,5,7,7,7,4,3,5,4,6,Have mostly stats based questions.,5ec32fd79988c9000975e750,225
R_2q93qMNexrCV2Fj,5cb553b7a0ccb30017e5b617,59,United States of America (USA),Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree a little,Disagree strongly,Agree moderately,Disagree strongly,Agree strongly,Disagree strongly,"Agree Slightly					",Disagree Very Much,Disagree Very Much,Agree Strongly,Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,Agree Strongly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Agree Strongly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					",8,8,9,3,6,8,3,2,1,6,1,3,1,1,6,1,0,5,4,7,3,"Galileo would be better if his suggestions were more specific. Some seemed very generalized. Also I felt a couple came off as condescending such as ""smart people would get this"" and this comment might turn off some people. ",,256
R_2dEnvYVVtL25QgP,5c1021a547d07800011a23de,62,United States of America (USA),Female,High School,No,Yes and it didn’t change my mind about the subject,Disagree moderately,Disagree strongly,Agree moderately,Disagree a little,Agree moderately,Agree moderately,Agree strongly,Disagree moderately,Agree moderately,Disagree moderately,"Agree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Agree Strongly,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",0,2,5,0,3,1,4,0,8,5,1,2,5,1,6,6,3,5,2,7,4,I can't think of anything.,,255
R_6Shj7LmxRAGjlAt,5da8d4ea813dc400156b8cbf,33,United States of America (USA),Female,High School,Yes,Yes and it didn’t change my mind about the subject,Agree moderately,Disagree a little,Disagree a little,Agree moderately,Agree strongly,Disagree strongly,Disagree a little,Disagree moderately,Disagree a little,Disagree moderately,"Disagree Slightly					",Disagree Very Much,"Neutral					","Agree Slightly					","Neutral					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Neutral					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Neutral					","Agree Slightly					","Neutral					","Neutral					","Agree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					","Disagree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					",6,9,10,8,6,7,6,4,8,9,5,2,8,9,7,7,1,5,7,9,9,"Instead of focusing so much on comparison, I would focus more on the individual. Comparing an A student to a C student can deflate and make the C student reading that statement defensive and less likely to open up to Galileo's other ideas. I would instead use subtle, empowering statements that show that we are each individuals, not controlled by our past but our choices. We can choose to better ourselves. ",,244
R_2zo6qTarkWILzuO,584643e7854453000159cda0,24,United States of America (USA),Female,Some High School,Yes,Yes and it made me MORE interested in the subject,Disagree strongly,Agree a little,Agree moderately,Neither agree nor disagree,Agree moderately,Agree strongly,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,"Agree Slightly					","Agree Slightly					","Neutral					",Agree Strongly,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Neutral					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Neutral					","Disagree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Neutral					",Disagree Very Much,"Agree Slightly					","Neutral					",Agree Strongly,"Agree Slightly					",Disagree Very Much,5,3,4,1,3,1,3,0,5,3,2,1,3,3,3,2,1,1,2,3,2,Fix any typos that are seen.,,238
R_2VQojCVBx3mFHuW,5bd45c509afb5b00015c48f4,66,United States of America (USA),Female,Bachelors Degree,No,Other,Disagree strongly,Disagree moderately,Agree a little,Neither agree nor disagree,Agree moderately,Agree strongly,Agree strongly,Agree a little,Agree moderately,Disagree moderately,Agree Strongly,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,Agree Strongly,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,0,10,10,7,10,8,7,5,8,6,7,8,8,10,9,8,7,8,7,9,8,"He can be a persuasive tool, if you can touch on what matters most to today's young people.",,265
R_3ixMYEdvE2P5oZA,5ef40b0485da3c1c6ced0e28,64,United States of America (USA),Female,Bachelors Degree,No,Other,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree moderately,Agree moderately,Agree strongly,Disagree a little,Agree a little,Disagree a little,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Neutral					",Disagree Very Much,Agree Strongly,Disagree Very Much,Disagree Very Much,"Neutral					","Disagree Slightly					","Neutral					","Disagree Slightly					","Neutral					",Disagree Very Much,Agree Strongly,"Agree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,10,9,10,2,2,3,5,1,6,3,4,3,8,6,4,7,2,7,3,10,7,I don't have any specific suggestions. ,,261
R_1pxplDXWQHEI01V,5bedf1dac998f000011f754b,67,United States of America (USA),Female,High School,Yes,Yes and it made me MORE interested in the subject,Agree moderately,Disagree moderately,Agree moderately,Disagree strongly,Agree strongly,Disagree moderately,Agree strongly,Disagree strongly,Agree moderately,Disagree strongly,Agree Strongly,"Agree Slightly					",Disagree Very Much,Agree Strongly,"Disagree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,Agree Strongly,"Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Agree Strongly,"Disagree Slightly					",5,9,9,5,8,8,8,7,5,5,4,7,7,8,8,4,7,9,9,10,10,enlarge the paragraphs for better reading,,232
R_2zBDoowH7b8F0Bg,5cbe7fdb82218d00172aa4f3,61,United States of America (USA),Female,High School,Yes,Other,Disagree strongly,Agree a little,Agree strongly,Disagree moderately,Agree a little,Agree a little,Agree moderately,Disagree a little,Agree strongly,Disagree moderately,Agree Strongly,Disagree Very Much,Disagree Very Much,"Neutral					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					",Agree Strongly,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Neutral					","Neutral					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,Disagree Very Much,Agree Strongly,"Neutral					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,8,2,7,0,9,1,1,5,10,7,10,5,4,10,6,0,5,10,5,6,7,When you find a job you love you never work a day in your life. Whatever a person chooses as a career it should be something they enjoy a lot as they will be doing it for a long time. Life is a misery doing a job you hate no matter how much money it brings.,,256
R_3FQdXZoHzjGs0Nk,5d1e943542ea95001a078e22,33,United States of America (USA),Female,High School,No,Other,Disagree moderately,Disagree moderately,Agree moderately,Disagree moderately,Disagree a little,Disagree moderately,Disagree a little,Disagree strongly,Agree a little,Disagree a little,"Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Disagree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					","Neutral					","Agree Slightly					","Neutral					","Disagree Slightly					","Neutral					",Disagree Very Much,"Neutral					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",9,6,4,3,4,4,4,5,5,4,2,4,4,4,6,6,7,5,7,4,3,It was fine as is.,,230
R_1IbYYZVtjxPz7Du,5e48cc0fe4317f3670ce90dd,72,United States of America (USA),Female,High School,Yes,Yes and it didn’t change my mind about the subject,Agree moderately,Disagree a little,Agree strongly,Agree a little,Disagree a little,Agree strongly,Agree a little,Disagree strongly,Agree moderately,Disagree a little,"Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,9,7,7,4,2,2,3,5,7,6,5,6,3,7,7,6,3,4,5,8,4,"Galileo didn't make any difference to me one way or the other. The question could be ask without him, though he is OK. Might make things more interesting for some.  ",5e48cc0fe4317f3670ce90dd,253
R_2UY6a0ppJVRRGKQ,5dacfb6549a9c000107b7c25,56,United States of America (USA),Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Agree strongly,Disagree moderately,Agree strongly,Neither agree nor disagree,Agree moderately,Agree moderately,Agree strongly,Disagree strongly,Agree moderately,Disagree moderately,"Neutral					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,"Agree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,Agree Strongly,"Neutral					","Neutral					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,Disagree Very Much,"Neutral					","Neutral					",Disagree Very Much,Agree Strongly,Disagree Very Much,Disagree Very Much,"Neutral					",Agree Strongly,"Neutral					",Disagree Very Much,Disagree Very Much,"Neutral					","Neutral					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,10,6,9,8,9,8,10,7,7,7,8,9,8,9,9,3,3,2,7,9,5,"Some statements are true however everyone is not born with the same brain,somethings come easily for some people,this is not true of everyone",,248
R_3pkXCpqNX8f9WgZ,5ec8f8f6f40bde017907343c,27,England/United Kingdom,Male,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Agree a little,Agree a little,Disagree strongly,Agree moderately,Agree a little,Agree moderately,Agree strongly,Agree strongly,Disagree a little,Disagree a little,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Agree Strongly,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Neutral					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					",Agree Strongly,10,4,7,2,5,7,4,5,6,3,0,0,1,2,9,0,0,3,8,3,6,Lots of spelling errors/typos!,,52
